entry_idx,exit_idx,entry_price,exit_price,direction,exit_type,gross_return,net_return,meta_prob_at_entry,pred_at_entry
1975,1976,1.02891,1.03491,short,sl,-0.005831413826282187,-0.007831413826282187,0.3669431556311169,2
1986,1987,1.04199,1.04799,long,tp,0.005758212650793199,0.003758212650793199,0.35281339328208955,1
1994,1995,1.1625,1.1565,long,sl,-0.0051612903225806495,-0.0071612903225806495,0.35661455229986383,1
2005,2006,1.07151,1.06551,short,tp,0.005599574432343147,0.003599574432343147,0.501705549931797,2
2009,2010,1.0816,1.0876,short,sl,-0.005547337278106515,-0.007547337278106515,0.38998153075623243,2
2013,2014,1.13727,1.13127,long,sl,-0.00527579202827825,-0.00727579202827825,0.4441500266455873,1
2030,2031,1.0565,1.0505,short,tp,0.005679129200189309,0.0036791292001893093,0.3602947874549461,2
2036,2037,1.0919,1.0979,long,tp,0.005495008700430447,0.003495008700430447,0.3764185106854536,1
2040,2041,1.14271,1.1367099999999999,long,sl,-0.005250676024538164,-0.007250676024538164,0.4262635367079988,1
2045,2046,1.15186,1.14586,long,sl,-0.005208966367440492,-0.007208966367440492,0.3623515887399303,1
2051,2052,1.0668,1.0728,short,sl,-0.005624296962879645,-0.007624296962879645,0.4221117389888569,2
2061,2062,1.0962,1.1022,long,tp,0.005473453749315823,0.0034734537493158225,0.4327476933178276,1
2066,2068,1.09765,1.09165,short,tp,0.005466223295221615,0.0034662232952216146,0.5145906706122717,2
2074,2075,1.1051,1.0991,long,sl,-0.005429372907429197,-0.007429372907429197,0.3641868941407487,1
2080,2081,1.03789,1.04389,short,sl,-0.0057809594465694876,-0.007780959446569488,0.3957362744352158,2
2085,2086,1.1367,1.1307,long,sl,-0.005278437582475592,-0.007278437582475592,0.3745808833523399,1
2092,2093,1.0849,1.0909,long,tp,0.00553046363720159,0.0035304636372015903,0.3772667424687999,1
2100,2101,1.13843,1.13243,long,sl,-0.005270416275045462,-0.007270416275045462,0.36708009602785285,1
2105,2106,1.15559,1.14959,long,sl,-0.005192152926210858,-0.007192152926210858,0.35388393045828215,1
2112,2113,1.07755,1.08355,short,sl,-0.005568187091086266,-0.007568187091086266,0.4327907042984352,2
2119,2120,1.05352,1.05952,short,sl,-0.005695193256891189,-0.007695193256891189,0.38988772150732465,2
2124,2125,1.09513,1.08913,long,sl,-0.005478801603462608,-0.007478801603462608,0.35389534890594626,1
2128,2129,1.12311,1.11711,long,sl,-0.005342308411464598,-0.007342308411464598,0.3842853515490183,1
2134,2135,1.13493,1.12893,long,sl,-0.0052866696624461465,-0.0072866696624461465,0.36673876745001444,1
2138,2139,1.09382,1.09982,long,tp,0.005485363222468053,0.0034853632224680527,0.36128912905202065,1
2142,2143,1.14114,1.13514,long,sl,-0.0052578999947421046,-0.007257899994742105,0.3697742844748411,1
2147,2148,1.06669,1.07269,short,sl,-0.005624876955816597,-0.007624876955816597,0.403750184623521,2
2154,2156,1.09321,1.09921,long,tp,0.005488423999048678,0.003488423999048678,0.35222731754759334,1
2161,2162,1.04951,1.05551,short,sl,-0.005716953625977843,-0.007716953625977843,0.383638646191587,2
2165,2166,1.16069,1.15469,long,sl,-0.005169338927706799,-0.007169338927706799,0.3526516823054915,1
2170,2171,1.09058,1.08458,long,sl,-0.005501659667332983,-0.007501659667332983,0.36771741482553333,1
2185,2186,1.11294,1.10694,long,sl,-0.005391126206264493,-0.007391126206264493,0.38002550325569806,1
2189,2190,1.06434,1.07034,short,sl,-0.005637296352669264,-0.0076372963526692645,0.40619731115263863,2
2194,2195,1.03774,1.0437400000000001,short,sl,-0.005781795054637968,-0.007781795054637968,0.370172920882597,2
2198,2199,1.08375,1.07775,short,tp,0.005536332179930801,0.003536332179930801,0.3976292908897386,2
2205,2207,1.05886,1.06486,short,sl,-0.005666471488204301,-0.007666471488204301,0.3694601793709982,2
2210,2211,1.13665,1.13065,long,sl,-0.00527866977521665,-0.00727866977521665,0.38065160111844826,1
2225,2226,1.1641,1.1581,long,sl,-0.005154196374881888,-0.007154196374881888,0.3655801778129464,1
2229,2230,1.1234,1.1174,long,sl,-0.005340929321701981,-0.007340929321701981,0.36538319364249366,1
2238,2239,1.02753,1.03353,short,sl,-0.005839245569472429,-0.00783924556947243,0.4151095873830612,2
2246,2247,1.17111,1.16511,long,sl,-0.005123344519302205,-0.007123344519302205,0.39681998149640973,1
2258,2259,1.12069,1.11469,long,sl,-0.005353844506509387,-0.007353844506509387,0.36295241389295846,1
2265,2266,1.06598,1.05998,short,tp,0.005628623426330706,0.003628623426330706,0.39122224969248104,2
2273,2274,1.17624,1.17024,long,sl,-0.0051009997959600125,-0.0071009997959600125,0.38748994804501313,1
2281,2282,1.15751,1.15151,long,sl,-0.00518354053096734,-0.00718354053096734,0.35894976139852847,1
2285,2287,1.13711,1.13111,long,sl,-0.005276534372224327,-0.007276534372224327,0.3777255184721345,1
2290,2291,1.13845,1.14445,long,tp,0.005270323685713035,0.0032703236857130353,0.5376701468639135,1
2295,2296,1.10867,1.10267,long,sl,-0.005411889922158988,-0.007411889922158988,0.3530609008381824,1
2305,2306,1.06187,1.06787,short,sl,-0.005650409183798398,-0.007650409183798398,0.417828114304029,2
2321,2322,1.11375,1.11975,short,sl,-0.005387205387205392,-0.007387205387205392,0.45970276989653563,2
2329,2330,1.1191,1.1131,long,sl,-0.005361451166115633,-0.007361451166115633,0.406177194906312,1
2340,2341,1.15636,1.15036,long,sl,-0.005188695561935733,-0.007188695561935733,0.36920258212685253,1
2348,2349,1.09303,1.09903,long,tp,0.0054893278318070005,0.0034893278318070004,0.3556660188908373,1
2352,2353,1.05313,1.05913,short,sl,-0.005697302327348006,-0.007697302327348006,0.3854142606341309,2
2360,2361,1.15785,1.16385,long,tp,0.005182018396165311,0.0031820183961653106,0.35318000713049713,1
2365,2366,1.17558,1.16958,long,sl,-0.005103863624763951,-0.007103863624763951,0.3819654346931176,1
2369,2370,1.09394,1.09994,long,tp,0.005484761504287261,0.0034847615042872607,0.35457707515974085,1
2379,2380,1.07931,1.07331,short,tp,0.005559107207382499,0.003559107207382499,0.4586146435252671,2
2385,2386,1.13838,1.13238,long,sl,-0.00527064776261003,-0.00727064776261003,0.3814652729465513,1
2391,2392,1.17858,1.17258,long,sl,-0.005090872066384976,-0.007090872066384976,0.35326666211602636,1
2395,2396,1.15233,1.14633,long,sl,-0.005206841790112212,-0.007206841790112212,0.3925616191354422,1
2403,2404,1.09113,1.08513,long,sl,-0.005498886475488718,-0.0074988864754887185,0.3648707990987652,1
2410,2411,1.05901,1.06501,short,sl,-0.005665668879425129,-0.007665668879425129,0.41862826735513775,2
2414,2415,1.1235,1.1175,long,sl,-0.005340453938584785,-0.007340453938584785,0.3761498705401536,1
2420,2421,1.09443,1.08843,long,sl,-0.005482305857843814,-0.007482305857843814,0.35401238932527274,1
2430,2431,1.17195,1.16595,long,sl,-0.005119672340970182,-0.007119672340970182,0.3819344066474161,1
2443,2444,1.04791,1.05391,short,sl,-0.005725682549073877,-0.007725682549073877,0.3840111862063404,2
2454,2455,1.17465,1.16865,long,sl,-0.005107904482186188,-0.007107904482186188,0.3643002391087384,1
2462,2463,1.08936,1.08336,long,sl,-0.005507821105970483,-0.007507821105970483,0.35346499617171023,1
2467,2468,1.13562,1.12962,long,sl,-0.00528345749458446,-0.00728345749458446,0.3552000856780901,1
2474,2475,1.16116,1.15516,long,sl,-0.0051672465465568964,-0.0071672465465568965,0.357145087685338,1
2478,2479,1.17385,1.16785,long,sl,-0.005111385611449508,-0.007111385611449508,0.3634354047370312,1
2486,2487,1.15757,1.15157,long,sl,-0.005183271853969959,-0.007183271853969959,0.3683520540218148,1
2497,2498,1.03168,1.03768,short,sl,-0.005815756823821345,-0.007815756823821345,0.36713513885695886,2
2503,2504,1.07809,1.08409,short,sl,-0.005565398065096611,-0.007565398065096611,0.37737464491713224,2
2510,2512,1.0954,1.0894,long,sl,-0.005477451159393834,-0.007477451159393834,0.35778234766939443,1
2514,2515,1.09489,1.08889,long,sl,-0.005480002557334532,-0.007480002557334532,0.35351887316834435,1
2518,2519,1.03067,1.03667,short,sl,-0.005821455946132133,-0.007821455946132132,0.4645630517781221,2
2525,2526,1.02433,1.03033,short,sl,-0.005857487333183647,-0.007857487333183647,0.36140947698760795,2
2536,2537,1.05477,1.06077,short,sl,-0.005688443926164003,-0.007688443926164003,0.4033230734171296,2
2545,2546,1.07551,1.08151,short,sl,-0.0055787486866695855,-0.0075787486866695855,0.35832461092724,2
2550,2551,1.03005,1.03605,short,sl,-0.005824959953400326,-0.007824959953400327,0.4284805054218273,2
2556,2557,1.11217,1.11817,long,tp,0.005394858699659229,0.0033948586996592287,0.3970060101613179,1
2562,2563,1.17467,1.16867,long,sl,-0.005107817514706262,-0.007107817514706262,0.36721124622161655,1
2566,2567,1.12153,1.11553,long,sl,-0.005349834600946926,-0.007349834600946926,0.36270065348460784,1
2574,2576,1.10755,1.10155,long,sl,-0.005417362647284552,-0.007417362647284552,0.49835870561976187,1
2584,2585,1.10213,1.09613,long,sl,-0.005444003883389442,-0.007444003883389442,0.39497916346950435,1
2592,2593,1.07231,1.06631,short,tp,0.005595396853521841,0.0035953968535218407,0.3533307929920438,2
2598,2599,1.13694,1.13094,long,sl,-0.0052773233416011445,-0.0072773233416011445,0.38860628733127894,1
2602,2603,1.07166,1.06566,short,tp,0.005598790661217182,0.003598790661217182,0.3776922713437611,2
2611,2613,1.07771,1.07171,short,tp,0.005567360421634767,0.0035673604216347674,0.35529434866742343,2
2617,2618,1.15782,1.15182,long,sl,-0.005182152666217551,-0.007182152666217551,0.3856485287444998,1
2621,2622,1.05515,1.06115,short,sl,-0.0056863952992465576,-0.007686395299246558,0.3649057703086074,2
2626,2627,1.14478,1.13878,long,sl,-0.005241181711769952,-0.007241181711769952,0.36973984594462034,1
2632,2633,1.0889,1.0829,long,sl,-0.005510147855634131,-0.007510147855634131,0.35469807930321745,1
2636,2637,1.13371,1.12771,long,sl,-0.005292358716073781,-0.007292358716073781,0.3574209929051309,1
2648,2649,1.11219,1.11819,long,tp,0.005394761686402508,0.0033947616864025082,0.35299249549137773,1
2666,2667,1.10591,1.09991,long,sl,-0.005425396279986622,-0.007425396279986622,0.3530047587014933,1
2670,2671,1.1659,1.1599,long,sl,-0.005146238957028909,-0.007146238957028909,0.3655627090564775,1
2676,2677,1.1333,1.1273,long,sl,-0.005294273360981211,-0.007294273360981211,0.4027369658510029,1
2686,2687,1.09635,1.09035,long,sl,-0.005472704884389114,-0.007472704884389114,0.3989399830784473,1
2694,2695,1.17921,1.17321,long,sl,-0.005088152237514951,-0.007088152237514951,0.35943297359378895,1
2700,2701,1.17436,1.16836,long,sl,-0.005109165843523285,-0.007109165843523285,0.49018653292273234,1
2704,2705,1.09396,1.09996,long,tp,0.005484661230757985,0.0034846612307579848,0.35428794451340595,1
2708,2709,1.10225,1.09625,long,sl,-0.005443411204354734,-0.007443411204354734,0.36234927020162405,1
2713,2714,1.15711,1.15111,long,sl,-0.005185332423019423,-0.007185332423019423,0.38191434403992613,1
2720,2721,1.15785,1.15185,long,sl,-0.005182018396165311,-0.007182018396165311,0.3605448356634793,1
2726,2727,1.0251,1.0311,short,sl,-0.005853087503658185,-0.007853087503658186,0.35638377668819016,2
